p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,4,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.009687000000000001,1035.05997300148
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,128, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.076345,1046.5558032989502
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,50,128,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0768165,1058.3791859149933
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,64,128, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0777485,1069.9791402816772
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,64,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0091975,1082.1925020217896
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0171055,1095.0634665489197
 , , ,4,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0074725,1107.9710233211517
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.022554499999999998,1121.1550867557526
 , , ,4,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0074905,1134.0576729774475
 , , ,4,4,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0102585,1147.256459236145
 , , ,4,50,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.009746,1160.2474083900452
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.009003500000000001,1172.2633128166199
 , , ,4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0077445,1185.1483840942383
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,100,20,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.0204155,1197.9966988563538
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,8,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.02155,1211.15207862854
 , , ,4,8,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.008747,1224.0547366142273
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,8, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.019053,1237.9288837909698
 , , ,8,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0074655,1249.4673116207123
 , , ,80,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007759,1261.0782525539398
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,8,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.020458,1273.0948278903961
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,2048,32, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.050297499999999995,1284.314576625824
 , , ,32,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.008013,1295.7361042499542
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,16,8, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0202305,1307.3204011917114
 , , ,80,128,4, , , , ,0.0080045,1318.7217223644257
 , , ,128,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.008035,1330.213541984558
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075025000000000005,1342.0353767871857
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.011448,1353.5342576503754
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,128,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.010952,1365.1352410316467
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0076585,1376.914939403534
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075375,1388.608481645584
 , , ,4,20,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0151845,1402.954704284668
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,16,4, , , , ,0.009134,1414.9742829799652
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007747,1426.7642726898193
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075895,1439.6796822547913
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0091085,1451.4323236942291
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0095535,1463.0508131980896
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,128,32,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0503,1474.7282299995422
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007746,1486.7957441806793
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075525,1498.6343517303467
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,100,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075665,1510.7472286224365
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,50,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.008201,1522.2487044334412
 , , ,64,20,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0079125,1533.6439089775085
 , , ,4,80,256,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.08190449999999999,1544.624211549759
 , , ,100,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007744,1556.9148569107056
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,4,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.008818,1568.283077955246
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,64,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.008164500000000002,1580.90900182724
 , , ,4,8,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0089165,1593.927433013916
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,32,8,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.019999000000000003,1605.6431338787079
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,4,100,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0772365,1617.4312603473663
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,16,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0200265,1630.7602293491364
 , , ,50,2048,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.007448,1641.5573043823242
 , , ,80,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007882,1652.980946302414
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007922,1665.5117583274841
 , , ,96,4,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.008857,1677.6921441555023
 , , ,4,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.008052,1690.6787524223328
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,8,50,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0640105,1702.5239107608795
 , , ,4,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0077255,1715.452381849289
 , , ,4,32,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007588,1728.2867913246155
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,32,4, , , , ,0.008583,1739.71284365654
 , , ,16,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0078275,1751.0248744487762
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0076755,1763.7328960895538
 , , ,100,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075335,1775.4784286022186
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007478,1788.3214690685272
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.008753,1801.1191775798798
 , , ,80,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007356,1812.6739518642426
 , , ,4,50,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007875,1826.073212146759
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0076155,1837.6215364933014
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.008281,1850.4677455425262
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,50,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0078575,1862.6679680347443
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007885,1875.0115721225739
 , , ,4,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0078525,1887.9751529693604
 , , ,8,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007513000000000001,1899.3160362243652
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.020618499999999998,1912.535757780075
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0078115,1924.3255987167358
 , , ,80,80,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007745,1935.8093461990356
 , , ,100,50,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0076725,1948.1713933944702
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.017557999999999997,1962.0647413730621
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.00899,1973.5472011566162
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0076325,1985.9472634792328
 , , ,20,8,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0076749999999999995,1997.2111229896545
 , , ,8,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.00827,2008.4949111938477
 , , ,64,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.0077894999999999995,2019.9666469097137
 , , ,100,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.008820999999999999,2032.310255765915
 , , ,100,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075285000000000005,2043.940227985382
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.019596000000000002,2057.1959793567657
 , , ,96,32,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,0.008222,2069.2762701511383
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,80,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0076615,2082.1445388793945
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007812,2094.4991750717163
 , , ,100,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075695,2106.436159849167
 , , ,100,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0082005,2118.6832253932953
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,32,20, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.02189,2131.5831387043
 , , ,96,4,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.008558,2143.7031145095825
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007620999999999999,2155.564158678055
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.016748,2169.5714161396027
 , , ,64,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0085185,2181.4438540935516
 , , ,80,32,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007983,2192.9635009765625
 , , ,4,16,4,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007993,2206.136299133301
 , , ,100,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075775,2218.287852048874
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007689,2229.8731701374054
 , , ,80,8,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0077395,2241.6098585128784
 , , ,80,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075035,2253.2668330669403
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,50,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0077599999999999995,2266.0390288829803
 , , ,96,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.00753,2277.768294095993
 , , ,4,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0074185,2290.751692056656
 , , ,4,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0075245,2303.575751066208
 , , ,50,16,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0081035,2315.123121738434
 , , ,96,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.0077655,2326.771192073822
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007664,2338.370339155197
 , , ,96,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007339,2350.5995631217957
 , , ,100,16,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.007447499999999999,2362.695683479309
 , , ,4,8,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),0.0078505,2375.7719433307648
 , , ,8,32,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007813,2387.272207736969
 , , ,50,128,4, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),0.007581,2399.0054171085358
